"Event","lat","lon","depth","temp","date","year","month","day"
"2015-1086",30.34358978,-80.64138031,34,24.8777,2015-06-15,2015,6,15
"2015-1087",34.33303452,-76.37899017,28,23.79634545,2015-07-10,2015,7,10
"2015-1088",34.45901871,-75.90386963,79,20.61321961,2015-07-11,2015,7,11
"2015-1089",34.4602623,-75.91636658,71,20.65733158,2015-07-11,2015,7,11
"2015-109",33.63836,-77.23802,32,24.25936667,2015-06-10,2015,6,10
"2015-1090",34.572052,-75.83966064,60,NA,2015-07-11,2015,7,11
"2015-1091",34.86161423,-75.53203583,58,20.56442474,2015-07-12,2015,7,12
"2015-1092",34.90625,-75.51683044,54,23.2432,2015-07-12,2015,7,12
"2015-1093",35.01520538,-75.46305847,48,23.11975,2015-07-12,2015,7,12
"2015-1094",34.57694244,-76.22012329,36,24.03998602,2015-07-13,2015,7,13
"2015-1095",34.54645538,-76.2375946,36,23.69149333,2015-07-13,2015,7,13
"2015-1096",34.5236969,-76.21434784,39,23.1688619,2015-07-13,2015,7,13
"2015-1097",34.30716324,-76.88902283,27,23.71032647,2015-07-14,2015,7,14
"2015-1098",34.26161957,-76.8269043,30,23.27458,2015-07-14,2015,7,14
"2015-1099",34.24903107,-76.80347443,30,23.09917368,2015-07-14,2015,7,14
"2015-110",33.435,-77.20367,39,22.2613126,2015-06-10,2015,6,10
"2015-1100",33.79743576,-77.63394165,23,23.55721481,2015-07-15,2015,7,15
"2015-1101",33.71371078,-77.62579346,24,24.22359699,2015-07-15,2015,7,15
"2015-1102",33.84588242,-77.28266144,35,24.37942,2015-07-16,2015,7,16
"2015-1103",33.83627319,-77.26525116,33,24.44029084,2015-07-16,2015,7,16
"2015-1104",33.83063889,-77.26624298,31,24.4271,2015-07-16,2015,7,16
"2015-1105",33.88913345,-77.23851013,33,24.47671413,2015-07-16,2015,7,16
"2015-1106",33.42459106,-77.05636597,82,20.17447586,2015-07-17,2015,7,17
"2015-1107",33.47603226,-76.97438812,78,20.79134872,2015-07-17,2015,7,17
"2015-1108",33.4740715,-76.96125793,96,20.2318875,2015-07-17,2015,7,17
"2015-1109",34.52952576,-76.40455627,19,24.09363,2015-07-22,2015,7,22
"2015-111",33.36167,-77.1865,52,21.08375686,2015-06-10,2015,6,10
"2015-1110",34.54880142,-76.34146881,27,22.7721194,2015-07-22,2015,7,22
"2015-1111",34.38941574,-76.56330872,22,24.68901919,2015-07-22,2015,7,22
"2015-1112",34.1254158,-76.55859375,37,25.38622683,2015-07-23,2015,7,23
"2015-1113",34.23088074,-76.405159,34,25.46277647,2015-07-23,2015,7,23
"2015-1114",33.24879837,-77.59803009,41,23.18548881,2015-07-24,2015,7,24
"2015-1115",33.22108078,-77.31684113,62,23.65947917,2015-07-24,2015,7,24
"2015-1116",33.32825089,-77.2322464,68,25.091212,2015-07-24,2015,7,24
"2015-1117",34.18730927,-77.31185913,24,24.05513892,2015-07-25,2015,7,25
"2015-1118",34.12184143,-77.16361237,29,24.50299157,2015-07-25,2015,7,25
"2015-1119",34.05301285,-77.19076538,30,24.06716977,2015-07-25,2015,7,25
"2015-1120",34.30503082,-76.57817078,29,24.83176241,2015-07-26,2015,7,26
"2015-1121",34.26848984,-76.61418152,30,24.49656863,2015-07-26,2015,7,26
"2015-1122",34.1422081,-76.81249237,32,23.67977222,2015-07-26,2015,7,26
"2015-1123",34.09019852,-76.83234406,35,23.02236489,2015-07-26,2015,7,26
"2015-1124",34.43127823,-76.90297699,25,24.2397686,2015-07-27,2015,7,27
"2015-1125",34.42543411,-76.60771942,22,24.00608148,2015-07-27,2015,7,27
"2015-1126",33.98958969,-76.65779114,40,22.58487269,2015-07-28,2015,7,28
"2015-1127",33.94490814,-76.50993347,43,25.39429375,2015-07-28,2015,7,28
"2015-1128",33.87443542,-76.47612,77,20.64357273,2015-07-28,2015,7,28
"2015-1129",33.80885315,-76.56522369,92,20.05793214,2015-07-28,2015,7,28
"2015-1130",33.80101395,-76.68965912,44,24.29613418,2015-07-29,2015,7,29
"2015-1131",33.76409149,-76.62075806,110,20.64770696,2015-07-29,2015,7,29
"2015-1132",33.74398422,-76.76848602,44,24.80539268,2015-07-29,2015,7,29
"2015-1133",34.13222122,-76.21543884,56,21.05330909,2015-07-30,2015,7,30
"2015-1134",34.17854691,-76.13983917,57,20.79358333,2015-07-30,2015,7,30
"2015-1135",34.34204483,-77.20259094,24,24.6715069,2015-07-31,2015,7,31
"2015-1136",34.31297302,-77.06058502,26,24.55265111,2015-07-31,2015,7,31
"2015-1137",34.57743835,-76.9464798,18,26.51239167,2015-07-31,2015,7,31
"2015-1138",34.00477219,-77.36652374,26,24.98247755,2015-08-01,2015,8,1
"2015-1139",33.9680481,-77.27474976,29,24.33335,2015-08-01,2015,8,1
"2015-1140",33.77558899,-76.84710693,42,25.22423585,2015-08-02,2015,8,2
"2015-1141",33.6831131,-76.85582733,45,22.1977,2015-08-02,2015,8,2
"2015-1142",33.68071365,-77.04155731,38,25.71492222,2015-08-02,2015,8,2
"2015-1143",31.36720085,-80.5766983,29,27.55086,2015-08-19,2015,8,19
"2015-1144",29.68232727,-80.73955536,30,23.85145714,2015-08-19,2015,8,19
"2015-1145",29.65900421,-80.85449982,27,24.22457143,2015-08-19,2015,8,19
"2015-1146",29.47896576,-81.06255341,21,25.3055,2015-08-19,2015,8,19
"2015-1147",28.68100166,-80.4262619,18,22.659875,2015-08-20,2015,8,20
"2015-1148",28.93433571,-80.48232269,20,23.08303214,2015-08-20,2015,8,20
"2015-1149",28.8331337,-80.64697266,20,23.98539688,2015-08-20,2015,8,20
"2015-115",32.95159,-78.74664,28,22.21214962,2015-07-06,2015,7,6
"2015-1150",27.25805664,-80.01674652,45,13.7128,2015-08-21,2015,8,21
"2015-1151",27.75681877,-80.01855469,54,15.21448333,2015-08-21,2015,8,21
"2015-1152",27.89286041,-80.02800751,54,15.55951111,2015-08-22,2015,8,22
"2015-1153",28.2542038,-80.135849,41,19.3743,2015-08-22,2015,8,22
"2015-1154",29.09534454,-80.5802002,24,23.2908814,2015-08-23,2015,8,23
"2015-1155",29.15809631,-80.82313538,21,24.502875,2015-08-23,2015,8,23
"2015-1156",29.2303772,-80.69716644,24,24.04980667,2015-08-23,2015,8,23
"2015-1157",29.17576027,-80.58335114,25,23.93945714,2015-08-23,2015,8,23
"2015-1158",29.14539909,-80.31026459,44,22.70896667,2015-08-23,2015,8,23
"2015-1159",29.53790855,-80.42750549,37,23.2658375,2015-08-24,2015,8,24
"2015-116",33.62644,-76.84676,65,20.48315029,2015-07-07,2015,7,7
"2015-1160",29.51368523,-80.45867157,31,24.12035263,2015-08-24,2015,8,24
"2015-1161",29.42852783,-80.35980225,42,23.41043333,2015-08-24,2015,8,24
"2015-1162",29.51283455,-80.30458832,50,21.728,2015-08-24,2015,8,24
"2015-1163",29.69787979,-80.28929901,59,13.56288,2015-08-25,2015,8,25
"2015-1164",29.78248024,-80.2955246,54,18.92996667,2015-08-25,2015,8,25
"2015-1165",29.89468002,-80.28549957,55,17.8873,2015-08-25,2015,8,25
"2015-1166",29.93794632,-80.29743958,52,18.38546,2015-08-26,2015,8,26
"2015-1167",30.48142815,-80.21018982,50,19.30229714,2015-08-26,2015,8,26
"2015-1168",30.46199989,-80.21170807,50,21.05005,2015-08-26,2015,8,26
"2015-1169",30.58989525,-80.15428162,54,19.94504286,2015-08-26,2015,8,26
"2015-117",33.60817,-76.87267,70,19.96984024,2015-07-07,2015,7,7
"2015-1170",31.32505226,-80.53800964,31,28.24691429,2015-09-01,2015,9,1
"2015-1171",31.42373276,-80.55667877,29,28.454125,2015-09-01,2015,9,1
"2015-1172",31.94302559,-79.42584229,66,19.7540125,2015-09-02,2015,9,2
"2015-1173",32.01536179,-79.35507202,70,19.8625875,2015-09-02,2015,9,2
"2015-1174",32.0498085,-79.42068481,52,21.81927778,2015-09-02,2015,9,2
"2015-1175",31.98150444,-79.48477936,52,21.81758,2015-09-02,2015,9,2
"2015-1176",30.91270828,-80.61990356,34,26.70918222,2015-09-03,2015,9,3
"2015-1177",30.8978157,-80.60201263,35,26.84962353,2015-09-03,2015,9,3
"2015-1178",30.73771095,-80.22163391,43,23.89553333,2015-09-03,2015,9,3
"2015-1179",30.77649689,-80.17420197,42,22.90067143,2015-09-04,2015,9,4
"2015-118",33.63983,-76.95717,36,21.69059987,2015-07-07,2015,7,7
"2015-1180",30.07072258,-80.27778625,53,16.6907,2015-09-04,2015,9,4
"2015-1181",29.95041847,-80.29891968,52,16.95421667,2015-09-04,2015,9,4
"2015-1182",30.0213623,-80.40864563,45,20.74695652,2015-09-04,2015,9,4
"2015-1183",29.91210556,-80.5405426,38,23.87736667,2015-09-04,2015,9,4
"2015-1184",34.0057106,-77.39363861,29,NA,2015-08-01,2015,8,1
"2015-119",33.65917,-77.00067,37,NA,2015-07-07,2015,7,7
"2015-120",33.67728,-76.93709,38,21.58089413,2015-07-07,2015,7,7
"2015-121",34.604,-76.147,36,21.33893434,2015-07-08,2015,7,8
"2015-122",34.60333,-76.17867,36,21.36312167,2015-07-08,2015,7,8
"2015-123",34.56083,-76.2475,33,21.81715922,2015-07-08,2015,7,8
"2015-124",34.55344,-76.33192,26,20.4383626,2015-07-08,2015,7,8
"2015-125",33.40304,-77.61345,21,23.0805965,2015-07-09,2015,7,9
"2015-126",33.37783,-77.61417,24,23.19634399,2015-07-09,2015,7,9
"2015-127",33.35783,-77.651,26,23.25599957,2015-07-09,2015,7,9
"2015-128",32.2355,-79.6825,29,21.83394527,2015-07-22,2015,7,22
"2015-129",31.428,-80.3255,36,21.29548275,2015-07-23,2015,7,23
"2015-130",31.4355,-80.3505,34,21.39089521,2015-07-23,2015,7,23
"2015-131",31.5885,-80.3835,30,22.80124526,2015-07-23,2015,7,23
"2015-132",31.5845,-80.361,29,22.72883345,2015-07-23,2015,7,23
"2015-133",33.48917,-77.39483,28,26.59657124,2015-07-28,2015,7,28
"2015-134",33.50533,-77.34633,31,25.95340014,2015-07-28,2015,7,28
"2015-135",33.54117,-77.4155,29,26.36176457,2015-07-28,2015,7,28
"2015-136",33.91017,-76.95733,33,22.21842923,2015-07-29,2015,7,29
"2015-137",33.80333,-76.97917,34,23.04282522,2015-07-29,2015,7,29
"2015-138",33.7655,-76.979,40,23.43647153,2015-07-29,2015,7,29
"2015-139",33.05861,-78.6237,27,22.72989494,2015-07-30,2015,7,30
"2015-140",32.83833,-78.92033,27,23.22117023,2015-07-30,2015,7,30
"2015-146",32.48683,-79.683,17,25.74230467,2015-08-06,2015,8,6
"2015-147",32.4812,-79.71742,17,25.82793299,2015-08-06,2015,8,6
"2015-148",32.23797,-79.69878,29,23.39905387,2015-08-06,2015,8,6
"2015-149",31.26066,-80.4185,33,24.11351649,2015-08-07,2015,8,7
"2015-150",31.73516,-80.23133,31,23.5241003,2015-08-08,2015,8,8
"2015-151",31.62227,-80.56373,24,NA,2015-08-08,2015,8,8
"2015-152",31.6805,-80.32683,28,23.89220047,2015-08-08,2015,8,8
"2015-153",31.48933,-79.72983,67,17.0685997,2015-08-09,2015,8,9
"2015-154",31.51185,-79.71752,69,NA,2015-08-09,2015,8,9
"2015-155",31.62139,-79.66746,68,16.99230003,2015-08-09,2015,8,9
"2015-156",31.63316,-79.64733,74,16.48649979,2015-08-09,2015,8,9
"2015-158",32.26466,-79.17283,50,21.36429977,2015-08-10,2015,8,10
"2015-159",32.28553,-79.15301,52,21.30509949,2015-08-10,2015,8,10
"2015-161",32.27933,-79.04833,77,20.13249969,2015-08-11,2015,8,11
"2015-162",33.272,-77.8125,32,25.74720001,2015-08-22,2015,8,22
"2015-163",33.4455,-77.6555,21,27.46279907,2015-08-22,2015,8,22
"2015-164",34.2015,-76.9415,28,24.93930054,2015-08-23,2015,8,23
"2015-165",34.19815,-76.92628,29,24.92370033,2015-08-23,2015,8,23
"2015-171",33.46483,-77.09633,40,23.40999985,2015-08-25,2015,8,25
"2015-172",33.52704,-77.17437,40,24.60759926,2015-08-25,2015,8,25
"2015-175",32.85,-78.25716,50,21.3404007,2015-08-26,2015,8,26
"2015-176",32.85316,-78.2585,48,21.38370005,2015-08-26,2015,8,26
"2015-355",32.78216,-78.32622,62,27.93144989,2015-10-09,2015,10,9
"2015-356",32.73041,-78.50562,45,27.40839958,2015-10-09,2015,10,9
"2015-357",32.5905,-78.57817,47,26.9218998,2015-10-09,2015,10,9
"2015-361",32.50438,-79.69538,17,24.9236002,2015-10-16,2015,10,16
"2015-362",32.83883,-78.92317,29,23.99309921,2015-10-22,2015,10,22
"2015-78",32.50133,-79.70217,17,20.08539963,2015-04-21,2015,4,21
"2015-79",32.34861,-79.57987,27,21.11765003,2015-04-21,2015,4,21
"2015-80",32.27418,-79.72519,27,21.13559688,2015-04-22,2015,4,22
"2015-81",32.25933,-79.69117,29,21.29807277,2015-04-22,2015,4,22
"2015-82",32.25053,-79.70351,27,21.25908311,2015-04-22,2015,4,22
"2015-83",32.60175,-79.32733,26,20.95759434,2015-05-04,2015,5,4
"2015-84",32.60535,-79.2133,30,21.20276364,2015-05-04,2015,5,4
"2015-85",32.58384,-79.15576,34,21.69634581,2015-05-04,2015,5,4
"2015-86",32.43843,-78.95651,53,NA,2015-05-05,2015,5,5
"2015-87",32.45567,-78.935,52,22.09892511,2015-05-05,2015,5,5
"2015-88",32.48833,-78.88917,42,21.92521789,2015-05-05,2015,5,5
"2015-89",32.49317,-78.8205,48,21.82523133,2015-05-05,2015,5,5
"2015-90",32.798,-78.7895,31,22.01538243,2015-05-13,2015,5,13
"2015-91",32.78191,-78.65221,33,21.05478668,2015-05-13,2015,5,13
"2015-92",33.28945,-77.82215,30,21.94923759,2015-05-14,2015,5,14
"2015-93",32.53383,-79.5599,21,22.46902561,2015-05-18,2015,5,18
"2015-94",32.33445,-79.20336,42,22.55333595,2015-05-18,2015,5,18
"2015-95",32.87967,-78.26733,46,22.74577798,2015-05-19,2015,5,19
"2015-96",32.85302,-78.26112,47,22.51097488,2015-05-19,2015,5,19
"2015-984",33.3295,-77.6915,28,26.17490005,2015-08-22,2015,8,22
"2015-985",34.54544,-76.24385,34,21.07299995,2015-09-17,2015,9,17
"2015-986",34.55233,-76.228,35,21.45249939,2015-09-17,2015,9,17
"2015-987",34.85483,-75.52616,56,21.42000008,2015-09-16,2015,9,16
"2015-988",34.92017,-75.53166,49,23.76580048,2015-09-16,2015,9,16
"2015-989",34.92617,-75.46433,58,22.49125004,2015-09-16,2015,9,16
"2015-99",33.46917,-78.24917,24,22.38213323,2015-05-20,2015,5,20
"2015-990",35.005,-75.454,48,24.47240067,2015-09-16,2015,9,16
"2015-991",33.78296,-77.49667,28,26.57290077,2015-09-15,2015,9,15
"2015-992",33.65883,-77.508,28,24.56200027,2015-09-15,2015,9,15
"2015-996",32.6484,-78.56281,57,19.42724991,2015-09-02,2015,9,2
"2015-997",32.696,-78.54616,45,20.26780033,2015-09-02,2015,9,2
"2015-998",32.78416,-78.64881,34,26.41660023,2015-09-02,2015,9,2
"2015-999",32.8047,-78.63798,33,26.37520027,2015-09-02,2015,9,2
"2016-100",33.478,-78.2425,24,24.601874,2016-08-01,2016,8,1
"2016-1001",29.90820503,-80.58597565,38,23.05200395,2016-05-04,2016,5,4
"2016-1002",29.90940094,-80.52256012,37,23.27395625,2016-05-04,2016,5,4
"2016-1003",29.84720039,-80.52865601,37,23.1246,2016-05-04,2016,5,4
"2016-1004",29.02301407,-80.47244263,22,23.66786875,2016-05-05,2016,5,5
"2016-1005",29.03751755,-80.48187256,22,24.03597778,2016-05-05,2016,5,5
"2016-1006",28.99753189,-80.43685913,23,23.79628889,2016-05-05,2016,5,5
"2016-1007",28.95275116,-80.36261749,31,23.26453846,2016-05-05,2016,5,5
"2016-1008",27.78107834,-80.01947021,53,19.1821,2016-05-06,2016,5,6
"2016-1009",27.75162125,-80.02098846,52,19.24799423,2016-05-06,2016,5,6
"2016-101",33.4735,-78.243,24,24.61540413,2016-08-01,2016,8,1
"2016-1010",27.90694427,-80.02169037,52,20.0885,2016-05-06,2016,5,6
"2016-1011",27.87863541,-80.15752411,28,23.56770833,2016-05-06,2016,5,6
"2016-1012",27.2286911,-80.05091095,25,23.6892,2016-05-07,2016,5,7
"2016-1013",27.337677,-80.06866455,25,23.68181,2016-05-07,2016,5,7
"2016-1014",27.45692825,-80.07410431,24,23.68702286,2016-05-07,2016,5,7
"2016-1016",29.11944962,-80.42604065,29,23.84207143,2016-05-08,2016,5,8
"2016-1017",29.11910248,-80.41236115,30,23.75681563,2016-05-08,2016,5,8
"2016-1018",30.31949234,-80.35449219,43,22.7058,2016-05-09,2016,5,9
"2016-1019",30.47574615,-80.19556427,57,21.55556786,2016-05-09,2016,5,9
"2016-102",33.49787,-77.88082,25,26.33093898,2016-08-01,2016,8,1
"2016-1020",30.47839355,-80.21247101,49,22.19053929,2016-05-09,2016,5,9
"2016-1021",30.42731857,-80.21041107,54,22.07147143,2016-05-09,2016,5,9
"2016-1022",31.58977699,-80.79433441,18,25.22393214,2016-06-05,2016,6,5
"2016-1023",31.57478142,-80.75602722,19,24.86653696,2016-06-05,2016,6,5
"2016-1024",31.58821678,-80.38359833,32,24.26347209,2016-06-06,2016,6,6
"2016-1025",31.51743698,-79.82863617,49,25.39751461,2016-06-08,2016,6,8
"2016-1026",31.48410225,-79.72723389,71,21.41976667,2016-06-08,2016,6,8
"2016-1027",31.47667885,-79.75977325,67,23.54241667,2016-06-08,2016,6,8
"2016-1028",31.4571743,-79.80196381,54,24.86837895,2016-06-08,2016,6,8
"2016-1029",31.26493263,-79.87494659,50,24.28017273,2016-06-09,2016,6,9
"2016-103",33.84583,-77.28267,34,25.43478902,2016-08-02,2016,8,2
"2016-1030",31.22845268,-79.88702393,52,25.15051429,2016-06-09,2016,6,9
"2016-1031",31.13041687,-79.91721344,51,25.9984,2016-06-09,2016,6,9
"2016-1032",31.09529686,-79.92775726,53,25.98320476,2016-06-09,2016,6,9
"2016-1033",31.5257206,-79.75085449,57,24.64777407,2016-06-10,2016,6,10
"2016-1034",31.54434776,-79.71237946,71,23.31751429,2016-06-10,2016,6,10
"2016-1035",31.62892342,-79.66189575,73,23.1772,2016-06-10,2016,6,10
"2016-1036",31.64073753,-79.66650391,68,23.50059583,2016-06-10,2016,6,10
"2016-1037",34.00561905,-77.39366913,29,26.82995792,2016-07-04,2016,7,4
"2016-1038",34.00488663,-77.36677551,25,26.90636154,2016-07-04,2016,7,4
"2016-1039",33.2704277,-78.42886353,27,25.47559697,2016-07-08,2016,7,8
"2016-104",33.84283,-77.272,31,25.45260048,2016-08-02,2016,8,2
"2016-1040",33.26687241,-78.44204712,28,25.470704,2016-07-08,2016,7,8
"2016-1041",33.27183533,-78.45483398,27,25.61455,2016-07-08,2016,7,8
"2016-1042",33.32325363,-77.69734955,31,24.0684,2016-07-09,2016,7,9
"2016-1043",33.3555069,-77.65682983,27,24.18905882,2016-07-09,2016,7,9
"2016-1044",33.38446808,-77.60436249,26,26.9798,2016-07-09,2016,7,9
"2016-1045",33.4497261,-77.65737152,26,24.83583794,2016-07-09,2016,7,9
"2016-1046",33.40897751,-77.20487976,43,23.09741176,2016-07-10,2016,7,10
"2016-1047",33.36044312,-77.18904877,53,22.46165279,2016-07-10,2016,7,10
"2016-1048",33.31207275,-77.26086426,61,22.6637,2016-07-10,2016,7,10
"2016-1049",33.43522644,-77.2035141,41,24.28179149,2016-07-10,2016,7,10
"2016-105",33.65867,-77.508,28,24.26021532,2016-08-02,2016,8,2
"2016-1050",34.51788712,-76.35072327,24,24.78533462,2016-07-11,2016,7,11
"2016-1051",34.51084518,-76.35577393,22,22.78847755,2016-07-11,2016,7,11
"2016-1052",34.44754028,-75.92546844,73,24.4164,2016-07-12,2016,7,12
"2016-1053",34.48589706,-75.86920166,88,24.33202,2016-07-12,2016,7,12
"2016-1054",34.45907974,-75.90386963,81,24.43034874,2016-07-12,2016,7,12
"2016-1055",34.99759674,-75.4661026,50,26.76451724,2016-07-13,2016,7,13
"2016-1056",34.97767258,-75.46108246,53,26.45127,2016-07-13,2016,7,13
"2016-1057",34.9208374,-75.47013092,64,24.63793333,2016-07-13,2016,7,13
"2016-1058",34.92351913,-75.52924347,52,25.26399873,2016-07-14,2016,7,14
"2016-1059",34.90356445,-75.51893616,58,23.75309706,2016-07-14,2016,7,14
"2016-106",32.96,-78.744,28,24.6551453,2016-08-03,2016,8,3
"2016-1060",34.85823822,-75.529953,59,23.63944692,2016-07-14,2016,7,14
"2016-1061",34.85510635,-75.52586365,58,23.09490338,2016-07-14,2016,7,14
"2016-1062",34.52903366,-76.40488434,19,25.30701875,2016-07-20,2016,7,20
"2016-1063",34.58384323,-76.3157959,28,25.31898333,2016-07-20,2016,7,20
"2016-1064",34.54362869,-76.34250641,26,24.48569394,2016-07-20,2016,7,20
"2016-1065",34.5186348,-76.25749969,37,24.3855,2016-07-20,2016,7,20
"2016-1066",34.54673386,-76.20413208,41,23.89103946,2016-07-21,2016,7,21
"2016-1068",34.57046127,-76.22525024,37,24.1691,2016-07-21,2016,7,21
"2016-1069",34.56275177,-76.19904327,39,23.60902581,2016-07-21,2016,7,21
"2016-107",33.04283,-78.6565,26,24.3105529,2016-08-03,2016,8,3
"2016-1070",34.17874146,-76.13938904,60,20.65276654,2016-07-22,2016,7,22
"2016-1071",34.14980698,-76.16337585,104,19.47597083,2016-07-22,2016,7,22
"2016-1072",34.13230515,-76.21562195,57,22.5331902,2016-07-22,2016,7,22
"2016-1073",34.15380096,-76.18826294,54,23.976,2016-07-22,2016,7,22
"2016-1074",33.86613464,-76.49018097,75,18.8342814,2016-07-23,2016,7,23
"2016-1075",33.79083633,-76.58782959,105,20.061575,2016-07-23,2016,7,23
"2016-1076",33.74816513,-76.64897919,90,19.97981667,2016-07-23,2016,7,23
"2016-1077",33.80104446,-76.68974304,45,24.74146373,2016-07-23,2016,7,23
"2016-1078",33.73239136,-76.78490448,44,24.36369784,2016-07-24,2016,7,24
"2016-1079",33.70909119,-76.80768585,46,23.89106207,2016-07-24,2016,7,24
"2016-108",32.8,-78.7905,32,NA,2016-08-10,2016,8,10
"2016-1080",33.68369675,-76.85569,45,22.42136,2016-07-24,2016,7,24
"2016-1081",33.62640762,-76.84689331,70,20.25113039,2016-07-24,2016,7,24
"2016-1082",33.46679688,-76.99403381,75,18.2887963,2016-07-25,2016,7,25
"2016-1083",33.47411728,-76.96115112,100,16.99895,2016-07-25,2016,7,25
"2016-1084",33.45108795,-76.99902344,103,17.61596522,2016-07-25,2016,7,25
"2016-1085",33.42427444,-77.05713654,82,19.63780871,2016-07-25,2016,7,25
"2016-1086",33.63953781,-76.95630646,40,24.01545789,2016-07-26,2016,7,26
"2016-1087",33.68437958,-76.94841766,42,23.22,2016-07-26,2016,7,26
"2016-1088",33.65919113,-77.00074005,41,24.0043,2016-07-26,2016,7,26
"2016-1089",33.6776886,-77.04236603,40,24.30243077,2016-07-26,2016,7,26
"2016-109",32.79767,-78.64167,33,22.29549247,2016-08-10,2016,8,10
"2016-1090",33.78239822,-76.98474884,41,24.280775,2016-07-27,2016,7,27
"2016-1091",33.76863861,-77.0037384,41,23.37106491,2016-07-27,2016,7,27
"2016-1092",33.74369812,-76.96343231,45,23.01097391,2016-07-27,2016,7,27
"2016-1093",33.88867569,-76.96618652,36,24.77342955,2016-07-28,2016,7,28
"2016-1094",33.86009598,-76.83350372,42,24.37019217,2016-07-28,2016,7,28
"2016-1095",33.88397598,-76.81697845,42,24.58651166,2016-07-28,2016,7,28
"2016-1096",34.41813278,-76.60597992,20,25.36651385,2016-07-29,2016,7,29
"2016-1097",34.40797043,-76.70654297,28,25.56312222,2016-07-29,2016,7,29
"2016-1098",34.42977905,-76.90338135,26,25.58689667,2016-07-29,2016,7,29
"2016-1099",34.31437683,-76.89454651,28,25.13609069,2016-07-30,2016,7,30
"2016-1100",34.26210785,-76.82756042,31,25.16756667,2016-07-30,2016,7,30
"2016-1101",34.24892044,-76.80335999,32,25.16822586,2016-07-30,2016,7,30
"2016-1102",34.18983459,-76.95102692,34,25.08825801,2016-07-30,2016,7,30
"2016-1103",34.25185013,-77.32941437,24,24.5266,2016-07-31,2016,7,31
"2016-1104",34.17342377,-77.30393982,25,24.674624,2016-07-31,2016,7,31
"2016-1105",34.15981674,-77.27981567,26,24.75757153,2016-07-31,2016,7,31
"2016-1106",34.05299759,-77.19075012,31,25.18152422,2016-07-31,2016,7,31
"2016-1107",33.39463806,-77.26986694,42,22.23740556,2016-08-01,2016,8,1
"2016-1108",33.47118759,-77.21259308,43,23.17046667,2016-08-01,2016,8,1
"2016-1109",33.50373459,-77.16238403,43,23.43623462,2016-08-01,2016,8,1
"2016-1110",33.78321457,-77.49705505,31,25.00435263,2016-08-02,2016,8,2
"2016-1111",33.80715942,-77.63784027,26,25.51223077,2016-08-02,2016,8,2
"2016-1112",31.62225151,-80.56341553,24,29.2641,2016-08-23,2016,8,23
"2016-1113",30.61458778,-81.16925049,21,27.76776667,2016-08-24,2016,8,24
"2016-1114",30.48822212,-81.21138,21,26.60823333,2016-08-24,2016,8,24
"2016-1115",30.20832062,-81.00077057,30,24.31574516,2016-08-24,2016,8,24
"2016-1116",28.94282532,-80.4814682,21,23.0955,2016-08-25,2016,8,25
"2016-1117",28.84003067,-80.66309357,21,28.1197,2016-08-25,2016,8,25
"2016-1118",28.75534248,-80.44293213,22,24.77691818,2016-08-25,2016,8,25
"2016-1119",29.1388092,-80.50837708,25,23.1999,2016-08-26,2016,8,26
"2016-1120",29.16256714,-80.53838348,26,23.56511667,2016-08-26,2016,8,26
"2016-1121",29.21092796,-80.52767944,28,22.99529286,2016-08-26,2016,8,26
"2016-1122",29.27312279,-80.57790375,31,23.46653333,2016-08-26,2016,8,26
"2016-1123",29.53102493,-80.41957855,38,22.49818485,2016-08-27,2016,8,27
"2016-1124",29.56469536,-80.39219666,41,22.63542857,2016-08-27,2016,8,27
"2016-1125",29.48374939,-80.44488525,32,22.64025,2016-08-27,2016,8,27
"2016-1126",29.52503014,-80.30216217,51,21.74686,2016-08-27,2016,8,27
"2016-1127",29.71429062,-80.4486084,34,23.36786,2016-08-28,2016,8,28
"2016-1128",29.73316383,-80.44902802,35,23.012975,2016-08-28,2016,8,28
"2016-1129",29.75749016,-80.46468353,38,22.85183684,2016-08-28,2016,8,28
"2016-113",34.32217,-77.18167,21,25.85025024,2016-08-12,2016,8,12
"2016-1130",29.74515915,-80.43865204,38,22.5911,2016-08-28,2016,8,28
"2016-1131",30.52761078,-80.45716095,38,26.42904,2016-08-29,2016,8,29
"2016-1132",30.43597984,-80.47504425,37,26.59282857,2016-08-29,2016,8,29
"2016-1133",30.50663376,-80.57932281,36,27.90076,2016-08-29,2016,8,29
"2016-1134",30.49490166,-80.5195694,37,27.03285,2016-08-29,2016,8,29
"2016-1135",30.90855598,-80.59534454,35,28.6526,2016-08-30,2016,8,30
"2016-1136",30.89846039,-80.60162354,34,28.65925,2016-08-30,2016,8,30
"2016-1138",30.63057327,-80.21285248,46,21.5099,2016-09-07,2016,9,7
"2016-1139",30.55666161,-80.16683197,55,17.319075,2016-09-07,2016,9,7
"2016-114",34.29217,-77.15317,22,25.95269966,2016-08-12,2016,8,12
"2016-1140",30.49614334,-80.26018524,46,21.57736,2016-09-07,2016,9,7
"2016-1141",30.37155533,-80.22009277,58,20.661995,2016-09-07,2016,9,7
"2016-1142",30.04576492,-80.27851105,54,20.11534,2016-09-08,2016,9,8
"2016-1143",30.00845909,-80.27998352,57,19.56478333,2016-09-08,2016,9,8
"2016-1144",29.97017097,-80.28512573,56,19.60511111,2016-09-08,2016,9,8
"2016-1145",29.93268013,-80.28572845,56,20.03405031,2016-09-08,2016,9,8
"2016-1146",29.90123177,-80.36412811,44,21.93665,2016-09-08,2016,9,8
