"Event","lat","lon","depth","temp","date","year","month","day"
"2014-1027",30.06659126,-80.27753448,54,19.804425,2014-05-07,2014,5,7
"2014-1028",31.59069443,-80.76540375,20,22.89219643,2014-05-27,2014,5,27
"2014-1029",31.92536736,-80.28199005,27,23.0516,2014-05-28,2014,5,28
"2014-1030",31.68265533,-80.32488251,29,22.322644,2014-05-28,2014,5,28
"2014-1031",31.73555183,-80.22454071,32,22.0805,2014-05-28,2014,5,28
"2014-1032",31.44099045,-80.3303299,38,23.49510357,2014-05-29,2014,5,29
"2014-1033",31.26072121,-80.41817474,36,24.00948889,2014-05-29,2014,5,29
"2014-1034",30.98836327,-80.08659363,40,23.9592,2014-05-29,2014,5,29
"2014-1035",29.95986748,-80.28412628,57,20.22525714,2014-05-30,2014,5,30
"2014-1036",29.93265724,-80.2855835,56,20.409496,2014-05-30,2014,5,30
"2014-1037",29.84874344,-80.28498077,53,20.87224118,2014-05-30,2014,5,30
"2014-1038",30.01010132,-80.40045166,44,22.5195,2014-05-30,2014,5,30
"2014-1039",29.17604065,-80.58602142,24,24.24751333,2014-05-31,2014,5,31
"2014-1040",29.13103676,-80.42646027,31,24.1319875,2014-05-31,2014,5,31
"2014-1041",29.18106651,-80.38296509,31,23.76898,2014-05-31,2014,5,31
"2014-1042",28.86838531,-80.17157745,51,21.59705652,2014-06-01,2014,6,1
"2014-1043",28.86790085,-80.25816345,43,23.23708333,2014-06-01,2014,6,1
"2014-1044",28.69127464,-80.43071747,18,25.3158,2014-06-01,2014,6,1
"2014-1045",28.99324417,-80.43257141,26,25.02128,2014-06-02,2014,6,2
"2014-1046",29.01970863,-80.47057343,24,25.007675,2014-06-02,2014,6,2
"2014-1047",29.10102272,-80.57936859,22,24.50358571,2014-06-02,2014,6,2
"2014-1048",29.06006241,-80.3785553,32,24.57595,2014-06-02,2014,6,2
"2014-1049",29.858675,-80.54704285,38,23.79252857,2014-06-03,2014,6,3
"2014-1050",29.90940285,-80.55696869,37,23.4977,2014-06-03,2014,6,3
"2014-1051",29.94198608,-80.48884583,43,23.5736,2014-06-03,2014,6,3
"2014-1052",30.02170181,-80.53147125,39,23.18533333,2014-06-03,2014,6,3
"2014-1053",30.59315872,-80.15415192,53,24.5412,2014-06-04,2014,6,4
"2014-1054",30.73756218,-80.22155762,44,25.22375,2014-06-04,2014,6,4
"2014-1055",31.58394623,-80.81265259,20,25.27113333,2014-06-10,2014,6,10
"2014-1056",30.6105442,-81.18073273,23,25.182425,2014-06-11,2014,6,11
"2014-1057",30.48611259,-81.21981049,19,25.65219,2014-06-11,2014,6,11
"2014-1058",30.35928917,-80.85844421,32,23.21342222,2014-06-11,2014,6,11
"2014-1059",30.34373474,-80.64117432,34,22.2918,2014-06-11,2014,6,11
"2014-1060",28.94816589,-80.1812439,53,17.58916154,2014-06-12,2014,6,12
"2014-1061",28.7096405,-80.14030457,55,17.26764182,2014-06-12,2014,6,12
"2014-1062",28.59069252,-80.12207794,55,18.17335,2014-06-12,2014,6,12
"2014-1063",27.2738533,-80.01909637,44,16.08016,2014-06-13,2014,6,13
"2014-1064",27.22577095,-80.05117035,24,25.07533333,2014-06-13,2014,6,13
"2014-1065",27.33176422,-80.06742096,24,23.25681667,2014-06-13,2014,6,13
"2014-1066",27.83082962,-80.14666748,30,20.64659167,2014-06-14,2014,6,14
"2014-1067",28.03085136,-80.41162872,18,23.10635,2014-06-14,2014,6,14
"2014-1068",28.09345818,-80.20743561,28,21.54558333,2014-06-14,2014,6,14
"2014-1069",28.15761757,-80.2248764,26,21.34710645,2014-06-15,2014,6,15
"2014-1070",28.50361061,-80.10926819,54,17.874125,2014-06-15,2014,6,15
"2014-1071",31.13421059,-79.91583252,52,26.2701,2014-06-16,2014,6,16
"2014-1072",31.32476425,-80.53777313,32,25.2148,2014-06-16,2014,6,16
"2014-1073",31.40966415,-80.5447464,28,25.7202,2014-06-16,2014,6,16
"2014-1074",31.62135315,-79.66740417,69,24.54773409,2014-06-17,2014,6,17
"2014-1075",31.8785553,-80.01873779,36,25.1001,2014-06-17,2014,6,17
"2014-1076",31.83039284,-80.14343262,31,25.37100588,2014-06-17,2014,6,17
"2014-1077",31.54311752,-79.74376678,60,18.83326667,2014-06-18,2014,6,18
"2014-1078",31.48378754,-79.72834015,71,16.6857,2014-06-18,2014,6,18
"2014-1079",31.45970154,-79.79663849,56,19.41205,2014-06-18,2014,6,18
"2014-1080",34.1319046,-76.54742432,34,25.38649643,2014-07-06,2014,7,6
"2014-1081",34.13290787,-76.21059418,56,18.57576842,2014-07-07,2014,7,7
"2014-1082",33.86601257,-76.49027252,74,19.15203008,2014-07-07,2014,7,7
"2014-1083",33.79058075,-76.58824921,103,17.17793333,2014-07-07,2014,7,7
"2014-1084",33.71088791,-76.80477142,44,23.43378131,2014-07-08,2014,7,8
"2014-1085",33.73257828,-76.78444672,43,23.99765385,2014-07-08,2014,7,8
"2014-1086",33.79024887,-76.70510864,43,23.98960435,2014-07-08,2014,7,8
"2014-1087",34.17329788,-77.304039,22,27.32134331,2014-07-09,2014,7,9
"2014-1088",34.17254257,-77.29608917,24,27.34509655,2014-07-09,2014,7,9
"2014-1089",33.97702026,-77.29320526,28,26.3809807,2014-07-09,2014,7,9
"2014-1090",33.64437485,-77.19606018,35,25.39280864,2014-07-10,2014,7,10
"2014-1091",33.61372757,-77.11949158,39,25.3722,2014-07-10,2014,7,10
"2014-1092",33.63838196,-77.23794556,33,25.15925,2014-07-10,2014,7,10
"2014-1093",33.71343613,-77.62571716,28,25.1112,2014-07-11,2014,7,11
"2014-1094",33.6289444,-77.63687134,24,26.71622301,2014-07-11,2014,7,11
"2014-1095",33.68651581,-77.49201965,29,24.26348476,2014-07-11,2014,7,11
"2014-1096",33.3945961,-77.26992798,41,24.63985556,2014-07-12,2014,7,12
"2014-1097",33.41955948,-77.18153381,42,24.39880556,2014-07-12,2014,7,12
"2014-1098",33.47151947,-76.98410797,74,22.29713934,2014-07-12,2014,7,12
"2014-1099",33.38137817,-77.15794373,57,22.84555,2014-07-13,2014,7,13
"2014-1100",33.36904907,-77.17185211,63,24.00769091,2014-07-13,2014,7,13
"2014-1101",33.32818604,-77.23220062,68,24.93969605,2014-07-13,2014,7,13
"2014-1102",33.23347855,-77.29825592,63,22.14486667,2014-07-14,2014,7,14
"2014-1103",33.27312088,-77.47383881,42,25.71359167,2014-07-14,2014,7,14
"2014-1104",33.26598358,-77.56064606,40,25.0390629,2014-07-14,2014,7,14
"2014-1105",33.32529831,-77.7061615,31,24.63274722,2014-07-15,2014,7,15
"2014-1106",33.34552383,-77.67504883,30,24.77755833,2014-07-15,2014,7,15
"2014-1107",33.35769653,-77.65115356,27,24.9212102,2014-07-15,2014,7,15
"2014-1108",33.37940598,-77.61122131,26,24.76499286,2014-07-16,2014,7,16
"2014-1109",33.40437698,-77.60985565,26,24.80375238,2014-07-16,2014,7,16
"2014-1110",33.44215775,-77.6581192,24,24.6927,2014-07-16,2014,7,16
"2014-1111",33.4451561,-77.66210938,26,24.66928333,2014-07-16,2014,7,16
"2014-1112",33.50267792,-77.86647797,27,24.45504808,2014-07-17,2014,7,17
"2014-1113",33.49774551,-77.88079834,28,24.43556296,2014-07-17,2014,7,17
"2014-1114",33.97559738,-76.66318512,41,25.613412,2014-07-21,2014,7,21
"2014-1115",33.85157394,-76.83089447,42,24.29849474,2014-07-21,2014,7,21
"2014-1116",33.88399124,-76.81676483,40,24.64527063,2014-07-21,2014,7,21
"2014-1117",34.17439651,-76.93777466,32,25.49065642,2014-07-22,2014,7,22
"2014-1118",34.19598389,-76.94390106,30,25.35626667,2014-07-22,2014,7,22
"2014-1119",34.19809341,-76.92623138,31,25.70786,2014-07-22,2014,7,22
"2014-1120",34.32228851,-77.18171692,23,25.78746071,2014-07-23,2014,7,23
"2014-1121",34.30306244,-77.16260529,24,25.73316667,2014-07-23,2014,7,23
"2014-1122",34.31298065,-77.06060791,25,25.49206809,2014-07-23,2014,7,23
"2014-1123",33.68630219,-76.85263062,44,24.1789075,2014-07-24,2014,7,24
"2014-1124",33.62189865,-76.85070038,75,20.6805,2014-07-24,2014,7,24
"2014-1125",33.60844421,-76.87226868,73,21.25291667,2014-07-24,2014,7,24
"2014-1126",33.65901184,-77.00107574,40,23.83296383,2014-07-25,2014,7,25
"2014-1127",33.68221664,-76.95603943,40,23.81675146,2014-07-25,2014,7,25
"2014-1128",33.77573013,-77.01026917,40,24.73220784,2014-07-25,2014,7,25
"2014-1129",33.74360657,-76.96341705,44,23.9713,2014-07-26,2014,7,26
"2014-1130",33.78266907,-76.98478699,40,23.9341,2014-07-26,2014,7,26
"2014-1131",33.88854218,-76.96617889,35,25.35061833,2014-07-26,2014,7,26
"2014-1132",34.11116409,-77.14598846,31,26.21826667,2014-07-27,2014,7,27
"2014-1133",34.05294037,-77.19075775,31,26.17647778,2014-07-27,2014,7,27
"2014-1134",33.50216293,-77.36509705,34,23.70772,2014-07-28,2014,7,28
"2014-1135",33.47823334,-77.41674805,31,25.26323548,2014-07-28,2014,7,28
"2014-1136",33.52667236,-77.41230011,30,25.6589087,2014-07-28,2014,7,28
"2014-1137",33.50371933,-77.16226959,42,21.09165,2014-07-29,2014,7,29
"2014-1138",33.45942307,-77.20300293,41,21.3303,2014-07-29,2014,7,29
"2014-1139",33.43524933,-77.20368195,42,20.42554681,2014-07-29,2014,7,29
"2014-1140",33.37746811,-78.33013153,27,24.4322283,2014-07-30,2014,7,30
"2014-1141",33.19092178,-77.93256378,36,23.41992619,2014-07-31,2014,7,31
"2014-1142",33.12851334,-78.0258255,37,23.7812697,2014-07-31,2014,7,31
"2014-1143",33.11907578,-78.03123474,37,24.11001667,2014-07-31,2014,7,31
"2014-1144",33.10119629,-77.9056015,45,21.832358,2014-08-01,2014,8,1
"2014-1145",33.09688568,-77.93434906,41,21.6111,2014-08-01,2014,8,1
"2014-1146",31.58333015,-80.40470123,30,29.307,2014-08-12,2014,8,12
"2014-1147",31.51740456,-79.82804871,49,21.54983684,2014-08-13,2014,8,13
"2014-1148",29.47229385,-80.29994202,50,20.13016923,2014-08-14,2014,8,14
"2014-1149",29.61668396,-80.54063416,33,23.2634625,2014-08-14,2014,8,14
"2014-1150",29.73952293,-80.46784973,36,22.4222,2014-08-14,2014,8,14
"2014-1151",29.69910622,-80.48397827,33,22.97011818,2014-08-14,2014,8,14
"2014-1152",29.32069397,-80.51016235,32,22.13565,2014-08-15,2014,8,15
"2014-1153",29.36857986,-80.46626282,28,22.24845833,2014-08-15,2014,8,15
"2014-1154",29.29007721,-80.43028259,32,21.43366429,2014-08-15,2014,8,15
"2014-1155",29.24141502,-80.4315567,30,21.76375714,2014-08-15,2014,8,15
"2014-1156",29.14560127,-80.31053925,43,20.51288,2014-08-16,2014,8,16
"2014-1157",29.13788986,-80.22686005,52,21.09041,2014-08-16,2014,8,16
"2014-1158",29.01254654,-80.19325256,53,20.1618,2014-08-16,2014,8,16
"2014-1159",28.99422836,-80.29334259,42,20.9416,2014-08-16,2014,8,16
"2014-1160",27.74835777,-80.01940155,53,20.12429167,2014-08-17,2014,8,17
"2014-1161",27.78261185,-80.00854492,58,19.31575,2014-08-17,2014,8,17
"2014-1162",27.89287949,-80.02725983,54,19.502,2014-08-17,2014,8,17
"2014-1163",27.86994934,-80.15550232,28,23.72405882,2014-08-17,2014,8,17
"2014-1164",28.83064651,-80.64506531,20,23.71295652,2014-08-18,2014,8,18
"2014-1165",28.92154503,-80.47719574,21,22.44065,2014-08-18,2014,8,18
"2014-1166",28.83427429,-80.44063568,21,22.73897059,2014-08-18,2014,8,18
"2014-1167",28.94630241,-80.36051178,32,21.26857143,2014-08-18,2014,8,18
"2014-1168",29.15819931,-80.82336426,21,24.69425,2014-08-19,2014,8,19
"2014-1169",29.16896629,-80.51673889,26,22.4304,2014-08-19,2014,8,19
"2014-1170",29.12311554,-80.49719238,25,22.0759,2014-08-19,2014,8,19
"2014-1171",29.06985474,-80.54086304,21,22.55343125,2014-08-19,2014,8,19
"2014-1172",29.5141983,-80.97470093,23,24.78938571,2014-08-20,2014,8,20
"2014-1173",29.78372002,-80.7401123,28,25.15799333,2014-08-20,2014,8,20
"2014-1174",31.62249374,-80.56359863,26,28.85392222,2014-09-09,2014,9,9
"2014-1175",31.27613449,-79.86982727,49,27.06313333,2014-09-09,2014,9,9
"2014-1176",31.21983147,-79.89134216,48,27.3619,2014-09-09,2014,9,9
"2014-1177",29.75193024,-80.29760742,56,22.27395909,2014-09-10,2014,9,10
"2014-1178",30.23233604,-80.46426392,39,28.08496667,2014-09-10,2014,9,10
"2014-1179",30.21508408,-81.00406647,28,28.23005,2014-09-10,2014,9,10
"2014-1180",30.63087082,-80.21289825,46,28.03485556,2014-09-11,2014,9,11
"2014-1181",30.4966774,-80.25961304,46,27.1801,2014-09-11,2014,9,11
"2014-1182",30.35658455,-80.34764862,42,27.85664,2014-09-11,2014,9,11
"2014-1183",30.31801033,-80.3581543,41,27.8291,2014-09-11,2014,9,11
"2014-1184",30.91294861,-80.62050629,35,28.74135588,2014-09-12,2014,9,12
"2014-1185",30.88665771,-80.60408783,36,28.73,2014-09-12,2014,9,12
"2014-1186",30.58166313,-80.78016663,33,28.4532,2014-09-12,2014,9,12
"2014-173",33.70333,-77.02983,37,27.34574986,2014-09-13,2014,9,13
"2014-214",32.57983,-79.34317,24,18.61266708,2014-04-28,2014,4,28
"2014-215",32.40117,-78.99967,52,20.37687564,2014-04-28,2014,4,28
"2014-216",32.33417,-79.2035,43,21.19733365,2014-04-29,2014,4,29
"2014-217",32.33783,-79.62,26,19.18600082,2014-04-29,2014,4,29
"2014-218",32.5955,-79.22317,30,19.88199997,2014-05-05,2014,5,5
"2014-219",32.79183,-78.66033,34,20.34300041,2014-05-06,2014,5,6
"2014-220",32.75883,-78.61683,33,21.09977765,2014-05-06,2014,5,6
"2014-221",32.649,-78.56267,59,20.15700013,2014-05-06,2014,5,6
"2014-222",32.733,-78.50317,44,20.14124966,2014-05-07,2014,5,7
"2014-225",32.03317,-79.43667,49,20.67525005,2014-05-13,2014,5,13
"2014-226",31.98279,-79.36917,67,20.59549975,2014-05-13,2014,5,13
"2014-229",32.24764,-79.1834,49,21.4502855,2014-05-14,2014,5,14
"2014-230",32.268,-79.16733,51,21.58312511,2014-05-14,2014,5,14
"2014-231",32.34017,-79.04783,57,21.94062519,2014-05-14,2014,5,14
"2014-232",33.95483,-76.76583,37,25.3939991,2014-06-17,2014,6,17
"2014-233",34.1,-76.82483,33,25.3939991,2014-06-17,2014,6,17
"2014-234",34.13364,-76.82237,32,23.90474987,2014-06-17,2014,6,17
"2014-235",34.24885,-76.80353,27,24.50774956,2014-06-17,2014,6,17
"2014-236",34.523,-76.214,36,23.96433322,2014-06-18,2014,6,18
"2014-237",34.56171,-76.22338,35,23.2954998,2014-06-18,2014,6,18
"2014-238",34.53033,-76.34665,21,21.14666621,2014-06-18,2014,6,18
"2014-239",34.53948,-76.25167,33,23.36066691,2014-06-19,2014,6,19
"2014-240",34.60045,-76.17093,36,23.10549959,2014-06-19,2014,6,19
"2014-241",34.42817,-76.902,23,24.4810009,2014-06-21,2014,6,21
"2014-242",33.93924,-76.50858,41,22.11866633,2014-06-22,2014,6,22
"2014-245",33.748,-76.64883,88,17.50400066,2014-06-22,2014,6,22
"2014-246",33.74417,-77.27783,31,21.17900009,2014-06-23,2014,6,23
"2014-247",33.74379,-77.26455,32,25.65866725,2014-06-23,2014,6,23
"2014-248",33.83767,-77.26567,31,25.40166601,2014-06-23,2014,6,23
"2014-249",32.50015,-79.68755,17,27.91225052,2014-07-10,2014,7,10
"2014-250",32.27832,-79.72715,26,26.70159988,2014-07-10,2014,7,10
"2014-251",32.24547,-79.70403,27,26.2840004,2014-07-10,2014,7,10
"2014-252",32.09121,-79.97268,27,27.64049988,2014-07-11,2014,7,11
"2014-253",32.06476,-79.91125,30,27.1847496,2014-07-22,2014,7,22
"2014-254",32.01167,-79.97617,28,27.1847496,2014-07-22,2014,7,22
"2014-255",32.235,-79.69683,29,26.30771446,2014-07-22,2014,7,22
"2014-256",32.25633,-79.03883,91,18.07625008,2014-07-23,2014,7,23
"2014-257",32.2955,-79.0375,77,19.46944427,2014-07-23,2014,7,23
"2014-258",32.42483,-78.97217,48,21.77924967,2014-07-24,2014,7,24
"2014-259",32.34998,-79.03249,57,22.50360031,2014-07-24,2014,7,24
"2014-260",32.47867,-78.90333,45,21.17577786,2014-07-24,2014,7,24
"2014-261",32.44767,-78.94633,48,21.51924944,2014-07-24,2014,7,24
"2014-262",32.59185,-79.14869,32,25.38800049,2014-08-11,2014,8,11
"2014-263",32.77533,-78.654,33,24.69074965,2014-08-12,2014,8,12
"2014-264",32.78187,-78.65215,33,24.73283323,2014-08-12,2014,8,12
"2014-265",32.76983,-78.41033,48,22.22566668,2014-08-12,2014,8,12
"2014-266",32.79833,-78.3085,51,20.30500031,2014-08-12,2014,8,12
"2014-267",33.27083,-78.43733,27,25.83029976,2014-08-13,2014,8,13
"2014-268",33.274,-78.43917,25,25.96899986,2014-08-13,2014,8,13
"2014-269",33.27083,-78.45667,23,26.13699913,2014-08-13,2014,8,13
"2014-270",32.9515,-78.74633,29,25.39149952,2014-08-14,2014,8,14
"2014-271",32.79833,-78.7895,32,25.39999962,2014-08-14,2014,8,14
"2014-272",34.46833,-75.89267,76,20.18100023,2014-08-21,2014,8,21
"2014-273",34.46759,-75.8871,79,19.12442861,2014-08-21,2014,8,21
"2014-274",34.4765,-75.89733,69,20.60099983,2014-08-21,2014,8,21
"2014-275",34.57117,-75.8405,58,21.4964447,2014-08-21,2014,8,21
"2014-276",34.99733,-75.46633,48,22.98642867,2014-08-22,2014,8,22
"2014-277",34.97767,-75.46133,50,23.0927,2014-08-22,2014,8,22
"2014-278",34.92217,-75.46667,61,22.55949974,2014-08-22,2014,8,22
"2014-279",34.9015,-75.52117,54,22.31766701,2014-08-22,2014,8,22
"2014-280",34.85511,-75.52626,56,22.01011128,2014-08-22,2014,8,22
"2014-281",33.85183,-77.28633,32,26.62000084,2014-08-23,2014,8,23
"2014-282",33.84433,-77.28417,31,26.4821003,2014-08-23,2014,8,23
"2014-283",32.53033,-79.55683,20,28.09949994,2014-09-12,2014,9,12
"2014-284",33.46483,-77.09617,40,26.5890007,2014-09-13,2014,9,13
"2014-285",33.63954,-76.95708,37,27.91350007,2014-09-13,2014,9,13
"2014-286",33.28658,-77.82637,29,27.65699959,2014-09-15,2014,9,15
"2014-287",33.27213,-77.81236,31,27.59659996,2014-09-15,2014,9,15
"2014-288",33.09413,-77.82488,74,25.55611123,2014-09-15,2014,9,15
"2014-289",32.84714,-78.26209,47,26.35571425,2014-09-16,2014,9,16
"2014-290",32.86,-78.2535,48,26.94249988,2014-09-16,2014,9,16
"2014-291",32.89083,-78.25467,44,27.05933317,2014-09-16,2014,9,16
"2014-293",33.78333,-77.497,29,26.4041996,2014-10-01,2014,10,1
"2014-294",34.00467,-77.36683,27,26.31657164,2014-10-01,2014,10,1
"2014-295",33.8566,-77.26695,32,26.65342821,2014-10-01,2014,10,1
"2014-296",34.27152,-76.81841,27,26.32933299,2014-10-02,2014,10,2
"2014-297",34.28167,-76.82583,28,26.27774978,2014-10-02,2014,10,2
"2014-298",34.31783,-76.88383,25,26.11700058,2014-10-02,2014,10,2
"2014-299",34.319,-76.8885,25,26.16620026,2014-10-02,2014,10,2
"2014-302",32.4885,-78.82433,48,23.20724988,2014-10-08,2014,10,8
"2014-303",32.48817,-78.83383,48,23.17199993,2014-10-08,2014,10,8
"2014-305",31.37917,-80.88933,15,24.71500015,2014-10-21,2014,10,21
"2014-306",31.37633,-80.896,18,24.69000053,2014-10-21,2014,10,21
"2014-34",32.28112,-79.74781,26,18.64999962,2014-04-23,2014,4,23
"2014-35",32.14015,-79.29032,50,21.15266673,2014-04-23,2014,4,23
"2014-49",32.34975,-79.05148,50,19.74033292,2014-04-24,2014,4,24
"2015-100",33.37717,-78.33333,25,22.20213127,2015-05-20,2015,5,20
"2015-1000",31.59396553,-80.80427551,18,19.8053,2015-04-21,2015,4,21
"2015-1001",30.50662804,-80.57970428,36,21.72732069,2015-04-22,2015,4,22
"2015-1002",30.492342,-80.51266479,38,21.93686667,2015-04-22,2015,4,22
"2015-1003",30.5039711,-80.45422363,37,21.760325,2015-04-22,2015,4,22
"2015-1004",30.41252136,-80.47395325,37,21.7889,2015-04-22,2015,4,22
"2015-1005",29.34940147,-80.45947266,29,19.464625,2015-04-23,2015,4,23
"2015-1006",29.29885483,-80.3843689,33,19.628605,2015-04-23,2015,4,23
"2015-1007",29.26745605,-80.44527435,31,20.282875,2015-04-23,2015,4,23
"2015-1008",27.4615612,-80.07511902,24,20.26787097,2015-04-24,2015,4,24
"2015-1009",27.43084145,-80.0666275,24,20.52245294,2015-04-24,2015,4,24
"2015-101",33.29433,-78.43517,23,21.68924157,2015-05-20,2015,5,20
"2015-1010",27.33047676,-80.0708313,25,21.3182,2015-04-24,2015,4,24
"2015-1011",27.22558022,-80.05220795,24,NA,2015-04-24,2015,4,24
"2015-1012",27.71353531,-80.12473297,24,20.16275,2015-04-25,2015,4,25
"2015-1013",28.03112411,-80.4116745,17,23.00236667,2015-04-26,2015,4,26
"2015-1014",28.09303856,-80.21381378,30,21.1315,2015-04-26,2015,4,26
"2015-1015",28.1576786,-80.22520447,27,21.37181429,2015-04-26,2015,4,26
"2015-1016",28.21386147,-80.23800659,25,21.65111429,2015-04-26,2015,4,26
"2015-1017",29.02119637,-80.48085022,20,20.96677333,2015-04-27,2015,4,27
"2015-1018",29.02796936,-80.48324585,22,20.96436429,2015-04-27,2015,4,27
"2015-1019",29.03696442,-80.48144531,22,20.93308108,2015-04-27,2015,4,27
"2015-102",33.26683,-78.44217,24,21.73827972,2015-05-20,2015,5,20
"2015-1020",28.99727821,-80.43667603,25,21.33226111,2015-04-27,2015,4,27
"2015-1021",28.95245934,-80.36260223,32,21.150925,2015-04-27,2015,4,27
"2015-1022",30.48796463,-81.21813965,20,18.4923,2015-04-28,2015,4,28
"2015-1023",30.61429977,-81.16931152,21,19.50018,2015-04-28,2015,4,28
"2015-1024",30.3613739,-80.84885406,35,19.14721667,2015-04-28,2015,4,28
"2015-1025",30.20863533,-81.00107574,28,18.37808,2015-04-29,2015,4,29
"2015-1026",30.19949341,-80.90077209,28,18.727545,2015-04-29,2015,4,29
"2015-1027",31.93441582,-80.28736877,26,23.6529,2015-05-24,2015,5,24
"2015-1028",31.9519558,-80.29108429,25,23.6054375,2015-05-24,2015,5,24
"2015-1029",31.68810272,-80.32315063,31,23.45017333,2015-05-24,2015,5,24
"2015-103",32.345,-79.056,53,21.76021377,2015-05-21,2015,5,21
"2015-1030",32.07340622,-79.95243835,29,23.51112,2015-05-25,2015,5,25
"2015-1031",32.04933548,-79.90395355,30,23.44635094,2015-05-25,2015,5,25
"2015-1032",32.00900269,-79.88258362,34,23.45779474,2015-05-25,2015,5,25
"2015-1033",32.00657272,-79.67029572,43,23.109475,2015-05-25,2015,5,25
"2015-1034",31.45732307,-79.80214691,54,21.07965882,2015-05-26,2015,5,26
"2015-1035",31.54421043,-79.71195984,71,19.28562,2015-05-26,2015,5,26
"2015-1036",31.51967049,-79.83011627,49,22.3921,2015-05-26,2015,5,26
"2015-1037",29.94608116,-80.28453827,55,17.407575,2015-05-27,2015,5,27
"2015-1038",29.97682762,-80.28340149,61,17.7404,2015-05-27,2015,5,27
"2015-1039",30.01063919,-80.28070831,54,17.414625,2015-05-27,2015,5,27
"2015-104",32.3365,-79.04383,58,21.08937486,2015-05-21,2015,5,21
"2015-1040",30.05528259,-80.27838135,54,17.81185,2015-05-28,2015,5,28
"2015-1041",29.00724792,-80.1925354,52,22.2321,2015-05-28,2015,5,28
"2015-1042",28.95636559,-80.18223572,54,22.90715,2015-05-28,2015,5,28
"2015-1043",28.8550415,-80.25411224,42,23.448,2015-05-28,2015,5,28
"2015-1044",29.00371742,-80.27114868,44,22.93721892,2015-05-29,2015,5,29
"2015-1045",29.16359138,-80.54051208,26,24.32454,2015-05-29,2015,5,29
"2015-1046",29.1292572,-80.49972534,25,24.4175,2015-05-29,2015,5,29
"2015-1047",29.12610626,-80.41304016,30,24.2034,2015-05-29,2015,5,29
"2015-1048",29.05973053,-80.37904358,33,24.13787143,2015-05-30,2015,5,30
"2015-1049",30.23051071,-80.44931793,39,24.32586,2015-05-30,2015,5,30
"2015-105",32.40067,-78.99933,56,21.39165974,2015-05-21,2015,5,21
"2015-1050",30.31798363,-80.3585434,40,24.64507143,2015-05-30,2015,5,30
"2015-1051",30.42212105,-80.21263885,52,23.28986667,2015-05-30,2015,5,30
"2015-1052",30.50180626,-80.25998688,47,24.75824545,2015-05-31,2015,5,31
"2015-1053",31.25886917,-79.87682343,51,20.8254,2015-05-31,2015,5,31
"2015-1054",31.29886436,-79.8600235,55,21.53576667,2015-05-31,2015,5,31
"2015-1055",31.58139992,-80.7569809,20,25.897075,2015-06-07,2015,6,7
"2015-1056",29.74793243,-80.45371246,33,25.03302857,2015-06-08,2015,6,8
"2015-1057",29.75789452,-80.46466064,37,24.966195,2015-06-08,2015,6,8
"2015-1058",29.7140522,-80.44855499,35,24.9332,2015-06-08,2015,6,8
"2015-1059",29.73527336,-80.44812775,34,25.04302,2015-06-08,2015,6,8
"2015-106",33.49767,-77.88083,25,25.72167799,2015-06-09,2015,6,9
"2015-1060",29.75190926,-80.45343781,34,25.10636667,2015-06-08,2015,6,8
"2015-1061",28.86846733,-80.17140961,51,22.446685,2015-06-09,2015,6,9
"2015-1062",28.70946884,-80.14001465,55,24.01718947,2015-06-09,2015,6,9
"2015-1063",28.59073448,-80.12221527,56,24.19960417,2015-06-09,2015,6,9
"2015-1064",28.50345421,-80.10961151,54,22.3319,2015-06-09,2015,6,9
"2015-1065",27.8316803,-80.1470871,28,22.95216,2015-06-10,2015,6,10
"2015-1066",27.86240578,-80.15426636,28,23.23289355,2015-06-10,2015,6,10
"2015-1067",28.23504257,-80.24035645,28,23.83392857,2015-06-10,2015,6,10
"2015-1068",29.13835335,-80.22673798,52,19.64124286,2015-06-11,2015,6,11
"2015-1069",29.20157623,-80.38299561,31,22.69408,2015-06-11,2015,6,11
"2015-107",33.62283,-77.638,22,25.36112684,2015-06-09,2015,6,9
"2015-1070",29.21636963,-80.39441681,31,22.78560909,2015-06-11,2015,6,11
"2015-1071",29.2480011,-80.43412018,28,22.84426,2015-06-11,2015,6,11
"2015-1072",29.25453949,-80.34181213,37,22.9443625,2015-06-11,2015,6,11
"2015-1073",29.85877228,-80.54734802,37,24.05593333,2015-06-12,2015,6,12
"2015-1074",29.90833473,-80.58641052,36,24.0133,2015-06-12,2015,6,12
"2015-1075",29.94017029,-80.49326324,42,24.0607,2015-06-12,2015,6,12
"2015-1076",30.02153778,-80.5316391,39,24.25785556,2015-06-12,2015,6,12
"2015-1077",30.35507393,-80.34967041,43,25.8219,2015-06-13,2015,6,13
"2015-1078",30.48023987,-80.20616913,51,25.83192778,2015-06-13,2015,6,13
"2015-1079",30.42941856,-80.20955658,54,25.85492857,2015-06-13,2015,6,13
"2015-108",33.72981,-77.28592,30,25.09218006,2015-06-10,2015,6,10
"2015-1080",30.63323593,-80.2134552,44,25.18327049,2015-06-13,2015,6,13
"2015-1081",31.0464325,-80.03813934,49,25.28013636,2015-06-14,2015,6,14
"2015-1082",30.98819542,-80.08704376,39,25.15653478,2015-06-14,2015,6,14
"2015-1083",31.09803963,-79.92725372,50,25.28919091,2015-06-14,2015,6,14
"2015-1084",31.12975693,-79.91818237,49,25.25005714,2015-06-14,2015,6,14
"2015-1085",30.55543137,-80.71575928,35,25.1996,2015-06-15,2015,6,15
